time,event,direction,price,lots,reason,realized_pnl,realized_pnl_cum,available_cash,margin_in_use,bar_index
2025-05-08 13:30:00+05:30,ENTRY,SHORT,775.5,1,C3_SHORT + EMA_OK + BUFFER,0.0,0.0,2500000.0,581.625,92
2025-05-12 09:15:00+05:30,EXIT,SHORT,799.5,1,STOP,-122.3625,-122.3625,2499877.6375,0.0,125
2025-05-12 11:00:00+05:30,ENTRY,LONG,799.95,2,C3_LONG + EMA_OK + BUFFER,0.0,-122.3625,2499877.6375,1199.9250000000002,132
2025-05-20 13:30:00+05:30,EXIT,LONG,788.65,2,STOP,-117.76580000000068,-240.12830000000068,2499759.8717,0.0,292
2025-05-21 12:00:00+05:30,ENTRY,SHORT,781.75,4,C3_SHORT + EMA_OK + BUFFER,0.0,-240.12830000000068,2499759.8717,2345.25,311
2025-05-23 12:15:00+05:30,EXIT,SHORT,793.15,4,STOP,-237.44939999999954,-477.5777000000002,2499522.4223,0.0,362
2025-05-27 11:15:00+05:30,ENTRY,LONG,800.8,8,C3_LONG + EMA_OK + BUFFER,0.0,-477.5777000000002,2499522.4223,4804.799999999999,408
2025-06-05 13:30:00+05:30,EXIT,LONG,804.0,8,EMA_REVERSAL,108.74240000000182,-368.83529999999837,2499631.1647,0.0,592
2025-06-12 15:15:00+05:30,ENTRY,SHORT,804.0,8,C3_SHORT + EMA_OK + BUFFER,0.0,-368.83529999999837,2499631.1647,4824.0,724
2025-06-20 15:00:00+05:30,EXIT,SHORT,796.95,8,EMA_REVERSAL,262.78859999999815,-106.04670000000021,2499893.9533,0.0,873
2025-06-30 10:00:00+05:30,ENTRY,LONG,816.65,4,C3_LONG + EMA_OK + BUFFER,0.0,-106.04670000000021,2499893.9533,2449.95,1003
2025-06-30 10:15:00+05:30,EXIT,LONG,818.8,4,MONTH_END,33.187299999999546,-72.85940000000068,2499927.1406,0.0,1004
2025-07-01 12:30:00+05:30,ENTRY,LONG,824.6,2021,C3_LONG + EMA_OK + BUFFER,0.0,-72.85940000000068,2499927.1406,1249887.4500000002,1038
2025-07-02 13:15:00+05:30,EXIT,LONG,811.15,2021,STOP,-140871.02612500047,-140943.88552500046,2359056.1144749997,0.0,1066
2025-07-02 15:00:00+05:30,ENTRY,LONG,813.45,8,C3_LONG + EMA_OK + BUFFER,0.0,-140943.88552500046,2359056.1144749997,4880.7,1073
2025-07-03 14:15:00+05:30,EXIT,LONG,807.65,8,EMA_REVERSAL,-251.4532000000027,-141195.33872500045,2358804.661275,0.0,1095
2025-07-07 09:15:00+05:30,ENTRY,SHORT,808.0,16,C3_SHORT + EMA_OK + BUFFER,0.0,-141195.33872500045,2358804.661275,9696.0,1125
2025-07-10 10:15:00+05:30,EXIT,SHORT,813.6,16,EMA_REVERSAL,-486.91840000000184,-141682.25712500044,2358317.742875,0.0,1204
2025-07-11 10:15:00+05:30,ENTRY,SHORT,806.85,32,C3_SHORT + EMA_OK + BUFFER,0.0,-141682.25712500044,2358317.742875,19364.4,1229
2025-07-15 09:45:00+05:30,EXIT,SHORT,817.5,32,EMA_REVERSAL,-1781.9687999999965,-143464.22592500044,2356535.774075,0.0,1277
2025-07-16 12:00:00+05:30,ENTRY,LONG,825.8,64,C3_LONG + EMA_OK + BUFFER,0.0,-143464.22592500044,2356535.774075,39638.399999999994,1311
2025-07-22 11:30:00+05:30,EXIT,LONG,817.9,64,STOP,-2685.7951999999927,-146150.02112500044,2353849.978875,0.0,1409
2025-07-24 14:45:00+05:30,ENTRY,SHORT,814.5,128,C3_SHORT + EMA_OK + BUFFER,0.0,-146150.02112500044,2353849.978875,78192.0,1472
2025-07-31 09:15:00+05:30,EXIT,SHORT,795.1,128,MONTH_END,12106.956799999985,-134043.06432500045,2365956.935675,0.0,1575
2025-08-01 09:15:00+05:30,ENTRY,SHORT,794.05,128,C3_SHORT + EMA_OK + BUFFER,0.0,-134043.06432500045,2365956.935675,76228.79999999999,1600
2025-08-06 10:15:00+05:30,EXIT,SHORT,801.9,128,STOP,-5330.422400000015,-139373.48672500046,2360626.513275,0.0,1679
2025-08-06 13:15:00+05:30,ENTRY,LONG,808.9,256,C3_LONG + EMA_OK + BUFFER,0.0,-139373.48672500046,2360626.513275,155308.8,1691
2025-08-07 12:15:00+05:30,EXIT,LONG,796.85,256,STOP,-16040.607999999942,-155414.0947250004,2344585.905275,0.0,1712
2025-08-12 11:15:00+05:30,ENTRY,LONG,824.2,512,C3_LONG + EMA_OK + BUFFER,0.0,-155414.0947250004,2344585.905275,316492.8,1783
2025-08-21 15:15:00+05:30,EXIT,LONG,824.05,512,EMA_REVERSAL,-1649.8560000002326,-157063.95072500064,2342936.0492749996,0.0,1949
2025-08-25 10:00:00+05:30,ENTRY,SHORT,815.3,1024,C3_SHORT + EMA_OK + BUFFER,0.0,-157063.95072500064,2342936.0492749996,626150.3999999999,1978
2025-09-10 10:15:00+05:30,EXIT,SHORT,823.5,1024,STOP,-44501.19680000023,-201565.14752500088,2298434.8524749996,0.0,2254
2025-09-11 09:15:00+05:30,ENTRY,LONG,824.3,1858,C3_LONG + EMA_OK + BUFFER,0.0,-201565.14752500088,2298434.8524749996,1148662.0499999998,2275
2025-09-26 09:30:00+05:30,EXIT,LONG,858.0,1858,STOP,308384.4299000004,106819.28237499952,2606819.282375,0.0,2551
2025-10-01 15:00:00+05:30,ENTRY,SHORT,863.1,1012,C3_SHORT + EMA_OK + BUFFER,0.0,106819.28237499952,2606819.282375,655092.9,2648
2025-10-07 09:15:00+05:30,EXIT,SHORT,870.45,1012,STOP,-39822.528900000114,66996.7534749994,2566996.7534749997,0.0,2700
2025-10-08 11:00:00+05:30,ENTRY,SHORT,859.0,1992,C3_SHORT + EMA_OK + BUFFER,0.0,66996.7534749994,2566996.7534749997,1283346.0,2732
2025-10-10 09:30:00+05:30,EXIT,SHORT,870.55,1992,STOP,-120205.89539999956,-53209.14192500016,2446790.8580750003,0.0,2776
2025-10-10 10:30:00+05:30,ENTRY,LONG,882.55,1848,C3_LONG + EMA_OK + BUFFER,0.0,-53209.14192500016,2446790.8580750003,1223214.2999999998,2780
2025-10-31 09:15:00+05:30,EXIT,LONG,939.25,1848,MONTH_END,518857.9704000004,465648.8284750002,2965648.828475001,0.0,3104
2025-11-03 13:15:00+05:30,ENTRY,LONG,952.0,2024,C3_LONG + EMA_OK + BUFFER,0.0,465648.8284750002,2965648.828475001,1445135.9999999998,3145
2025-11-18 15:15:00+05:30,EXIT,LONG,971.3,2024,EOD,189476.86119999955,655125.6896749998,3155125.6896750005,0.0,3403
